keyword,title,link,summary,date,전처리,감성점수,감성결과
일론 머스크,"이란 최고지도자, 트윗 보내기도 힘드네…히브리어 계정 막혀",https://www.mk.co.kr/article/11153236,"X is a social media platform owned by Tesla CEO Elon Musk. CEO Musk is supporting former President Donald Trump, the Republican candidate in the U.S. presidential election. This is not the first time Khamenei's social media accounts have been suspended. Last February, Meta (formerly Facebook) deleted its Facebook and Instagram accounts. The meta at the time was...",2024-10-29,"X is a social media platform owned by Tesla CEO Elon Musk. CEO Musk is supporting former President Donald Trump, the Republican candidate in the U.S. presidential election. This is not the first time Khamenei s social media accounts have been suspended. Last February, Meta  formerly Facebook  deleted its Facebook and Instagram accounts. The meta at the time was...",-0.05,Neutral
일론 머스크,"""도지!도지!도지!"" 도지코인 224원",https://www.econovill.com/news/articleView.html?idxno=671273," As the tether shock is quickly subsiding and the possibility of Republican candidate Trump winning the November presidential election increases, it is assessed that Dogecoin, which Elon Musk, who supported him, is expressing affection for, is continuing to rise. Meanwhile, Dogecoin was created on December 6, 2013 by Billy Marcus and Jackson Palmer, both from IBM. Two people active in the Bitcoin community... ",2024-10-29,"As the tether shock is quickly subsiding and the possibility of Republican candidate Trump winning the November presidential election increases, it is assessed that Dogecoin, which Elon Musk, who supported him, is expressing affection for, is continuing to rise. Meanwhile, Dogecoin was created on December 6, 2013 by Billy Marcus and Jackson Palmer, both from IBM. Two people active in the Bitcoin community...",0.88,Positive
일론 머스크,"xAI, '그록'에 이미지 이해 기능 추가...""농담까지 이해해""",https://www.aitimes.com/news/articleView.html?idxno=164742,CEO Elon Musk's artificial intelligence (AI) startup xAI added an image understanding function to its AI chatbot 'Grok'. xAI announced on the 28th (local time) that it had added an image understanding function to the 'Grock-2' model on ..,2024-10-29,CEO Elon Musk s artificial intelligence  AI  startup xAI added an image understanding function to its AI chatbot  Grok . xAI announced on the 28th  local time  that it had added an image understanding function to the  Grock 2  model on ..,0.48,Positive
일론 머스크,"미 대선 초박빙 판세…바이든·해리스, 트럼프에 ‘맹공’",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8092688&ref=A,"Elon Musk, who announced his support for Trump, came out in support, claiming that the federal government budget could be reduced by at least $2 trillion if former President Trump is elected. Meanwhile, the US presidential election is just 8 days away, but the close race continues. According to the US analysis site 538, named after the number of US electoral votes of 538...",2024-10-29,"Elon Musk, who announced his support for Trump, came out in support, claiming that the federal government budget could be reduced by at least  2 trillion if former President Trump is elected. Meanwhile, the US presidential election is just 8 days away, but the close race continues. According to the US analysis site 538, named after the number of US electoral votes of 538...",0.49,Positive
일론 머스크,비트코인 4개월 만에 7만 달러 재탈환…“대선 누가 이기든 8만 달러 베...,https://www.etoday.co.kr/news/view/2413876," Ethereum is trading at $2564.73, up 2.02%, and Dogecoin, which Tesla CEO Elon Musk is pushing, is trading at $0.1576, up 10.79%. Bitcoin fell last week following reports that the U.S. government was investigating stablecoin issuer Tether for alleged violations of anti-money laundering regulations. However, traders in the U.S.... ",2024-10-29,"Ethereum is trading at  2564.73, up 2.02 , and Dogecoin, which Tesla CEO Elon Musk is pushing, is trading at  0.1576, up 10.79 . Bitcoin fell last week following reports that the U.S. government was investigating stablecoin issuer Tether for alleged violations of anti money laundering regulations. However, traders in the U.S....",-0.69,Negative
일론 머스크,"사전 투표 나선 바이든 ""우리가 이길 것""",https://www.ytn.co.kr/_ln/0104_202410290619525565,"Tesla CEO Elon Musk, who supports former President Trump, said it was completely inappropriate to pay out a $1 million prize in a drawing to encourage supporters to register to vote in swing states. President Biden, who withdrew as a presidential candidate in July, responded to reporters asking if this early voting was bitter...",2024-10-29,"Tesla CEO Elon Musk, who supports former President Trump, said it was completely inappropriate to pay out a  1 million prize in a drawing to encourage supporters to register to vote in swing states. President Biden, who withdrew as a presidential candidate in July, responded to reporters asking if this early voting was bitter...",0.82,Positive
일론 머스크,"일주일 남은 美 대선, 트럼프 될까… 비트코인 1억 눈앞",https://it.chosun.com/news/articleView.html?idxno=2023092125965," Tesla CEO Elon Musk previously mentioned that he would serve as a member of the Department of Government Efficiency (D.O.G.E.) if candidate Trump is elected. Arthur Hayes, founder of BitMEX, said, ""In the medium term, it doesn't matter who wins, the crypto market will grow even bigger. In the short term, we understand well how Trump stimulates the economy... ",2024-10-29,"Tesla CEO Elon Musk previously mentioned that he would serve as a member of the Department of Government Efficiency  D.O.G.E.  if candidate Trump is elected. Arthur Hayes, founder of BitMEX, said,  In the medium term, it doesn t matter who wins, the crypto market will grow even bigger. In the short term, we understand well how Trump stimulates the economy...",0.86,Positive
일론 머스크,"머스크 ""트럼프 당선되면 美정부 예산 2조달러 삭감 가능""",https://www.tfmedia.co.kr/news/article.html?no=171588,"Tesla CEO Elon Musk, who is supporting the election campaign of former US Republican presidential candidate Donald Trump, said that the US federal government's budget would be at least $2 trillion if Trump returns to power, an amount equivalent to about one-third of existing US federal government spending. It was claimed that it could be reduced (approximately 2771.4 trillion won). On the 28th (local time), Yonhap News reported on Bloomberg...",2024-10-29,"Tesla CEO Elon Musk, who is supporting the election campaign of former US Republican presidential candidate Donald Trump, said that the US federal government s budget would be at least  2 trillion if Trump returns to power, an amount equivalent to about one third of existing US federal government spending. It was claimed that it could be reduced  approximately 2771.4 trillion won . On the 28th  local time , Yonhap News reported on Bloomberg...",0.77,Positive
일론 머스크,"일론 머스크, 트럼프 지지 노린 ‘100만달러 복권’ 결국 법적 소송",https://www.kmib.co.kr/article/view.asp?arcid=0020669128&code=61131111&cp=nv,"The $1 million lottery ticket offered by Tesla CEO Elon Musk to register conservative voters in battleground states for the U.S. presidential election ended up being embroiled in a legal lawsuit. The New York Times reported that the district attorney's office in Philadelphia, Pennsylvania, a presidential battleground state, filed a lawsuit in court on the 28th (local time) to stop Musk's payment of prize money...",2024-10-29,"The  1 million lottery ticket offered by Tesla CEO Elon Musk to register conservative voters in battleground states for the U.S. presidential election ended up being embroiled in a legal lawsuit. The New York Times reported that the district attorney s office in Philadelphia, Pennsylvania, a presidential battleground state, filed a lawsuit in court on the 28th  local time  to stop Musk s payment of prize money...",-0.68,Negative
일론 머스크,"필라델피아 지방검찰, 머스크에 소송 제기...대선 100만 달러 선물 ‘불...",http://www.g-enews.com/ko-kr/news/article/news_all/202410290750227951e7e8286d56_1/article.html,"Tesla CEO Elon Musk has filed a civil suit with the Philadelphia District Attorney's Office. According to Bloomberg on the 28th (local time), the Philadelphia District Prosecutor's Office in Pennsylvania filed a state court ruling that Musk was paying $1 million a day to voters in battleground states through Super PAC (Special Political Action Committee) ahead of the U.S. presidential election. .",2024-10-29,"Tesla CEO Elon Musk has filed a civil suit with the Philadelphia District Attorney s Office. According to Bloomberg on the 28th  local time , the Philadelphia District Prosecutor s Office in Pennsylvania filed a state court ruling that Musk was paying  1 million a day to voters in battleground states through Super PAC  Special Political Action Committee  ahead of the U.S. presidential election. .",0.6,Positive
일론 머스크,"머스크 ""트럼프 당선되면 美정부 예산 2조달러 삭감 가능""",https://www.yna.co.kr/view/AKR20241029002800075?input=1195m,"An amount equivalent to about one-third of the existing U.S. federal government spending. Correspondent Mina Lim = Tesla CEO Elon Musk, who is supporting the election campaign of former U.S. Republican presidential candidate Donald Trump, wants to minimize the U.S. federal government's budget when Trump returns to power. It was claimed that it could be reduced by $2 trillion (about 2771.4 trillion won). On the 27th, Musk...",2024-10-29,"An amount equivalent to about one third of the existing U.S. federal government spending. Correspondent Mina Lim   Tesla CEO Elon Musk, who is supporting the election campaign of former U.S. Republican presidential candidate Donald Trump, wants to minimize the U.S. federal government s budget when Trump returns to power. It was claimed that it could be reduced by  2 trillion  about 2771.4 trillion won . On the 27th, Musk...",0.77,Positive
일론 머스크,"필라델피아 검사, 머스크 상대로 '100만 달러 선거 경품' 소송",https://www.fortunekorea.co.kr/news/articleView.html?idxno=43659,"Tesla CEO Elon Musk attends President Donald Trump's election rally. [Photo = Getty Images] On the 28th (local time), the Philadelphia District Prosecutor's Office filed a lawsuit against Tesla CEO Elon Musk. Musk's political action committee's payment of $1 million a day to voters in swing states violates consumer protection laws...",2024-10-29,"Tesla CEO Elon Musk attends President Donald Trump s election rally.  Photo   Getty Images  On the 28th  local time , the Philadelphia District Prosecutor s Office filed a lawsuit against Tesla CEO Elon Musk. Musk s political action committee s payment of  1 million a day to voters in swing states violates consumer protection laws...",-0.64,Negative
일론 머스크,"사전투표한 바이든 ""우리가 이길 것…트럼프, 역겹게 부끄럽다""",https://news.sbs.co.kr/news/endPage.do?news_id=N1007851222&plink=ORI&cooper=NAVER," President Biden also asked Tesla CEO Elon Musk, who fully supports former President Trump, his position on giving out a $1 million prize through a lottery to encourage Trump supporters to register to vote in swing states, saying, ""I totally support it."" “It’s inappropriate,” he said. Regarding President Biden's early voting on this day, the United States... ",2024-10-29,"President Biden also asked Tesla CEO Elon Musk, who fully supports former President Trump, his position on giving out a  1 million prize through a lottery to encourage Trump supporters to register to vote in swing states, saying,  I totally support it.   It s inappropriate,  he said. Regarding President Biden s early voting on this day, the United States...",0.96,Positive
일론 머스크,美대선 앞두고 비트코인 ‘7만달러’ 돌파… 디지털자산 자금 유입,https://www.m-economynews.com/news/article.html?no=47256,"At the same time, Dogecoin, launched by Tesla CEO Elon Musk, soared 14.07% to $0.16. Musk, who publicly supported former President Trump in speeches at campaign rallies, has been pushing Dogecoin since 2021, calling himself ‘Doge Father’. However, the US presidential election is expected to be a close race between Democrat Kamala Harris and Trump...",2024-10-29,"At the same time, Dogecoin, launched by Tesla CEO Elon Musk, soared 14.07  to  0.16. Musk, who publicly supported former President Trump in speeches at campaign rallies, has been pushing Dogecoin since 2021, calling himself  Doge Father . However, the US presidential election is expected to be a close race between Democrat Kamala Harris and Trump...",0.42,Positive
일론 머스크,필라델피아 검찰 '머스크 100만 달러 복권' 제소,https://www.asiatoday.co.kr/view.php?key=20241029010015872," Musk, district prosecutor's office claims that registered voters are provided by lottery, ""This is an illegal lottery,"" the U.S. District Prosecutor's Office in Philadelphia, Pennsylvania, said on the 28th (local time) that a political action committee (PAC) managed by Elon Musk, CEO of Tesla, has registered voters in swing states. The person who signed his petition in support of the 1st and 2nd Amendments will be drawn and receive $1 million (approximately 1.4 billion won)... ",2024-10-29,"Musk, district prosecutor s office claims that registered voters are provided by lottery,  This is an illegal lottery,  the U.S. District Prosecutor s Office in Philadelphia, Pennsylvania, said on the 28th  local time  that a political action committee  PAC  managed by Elon Musk, CEO of Tesla, has registered voters in swing states. The person who signed his petition in support of the 1st and 2nd Amendments will be drawn and receive  1 million  approximately 1.4 billion won ...",0.42,Positive
일론 머스크,"테슬라는 제자리걸음인데… 트럼프에 올인한 머스크, 도지코인 ‘불기...",https://biz.chosun.com/stock/finance/2024/10/29/K4Q6566QWZA3VJDHEMJWDJMFQA/?utm_source=naver&utm_medium=original&utm_campaign=biz," This coin became famous because Tesla CEO Elon Musk frequently mentioned it. As the possibility of former President Donald Trump, who is supported by Musk, being elected ahead of the US presidential election next month increases, it is analyzed that large sums of money are flowing into Dogecoin every day. On the 29th, Upbit, a domestic virtual asset trading platform... ",2024-10-29,"This coin became famous because Tesla CEO Elon Musk frequently mentioned it. As the possibility of former President Donald Trump, who is supported by Musk, being elected ahead of the US presidential election next month increases, it is analyzed that large sums of money are flowing into Dogecoin every day. On the 29th, Upbit, a domestic virtual asset trading platform...",0.59,Positive
